book,author,recommended_by,podcast_number
In a Sunburned Country,Bill Bryson,Mike Rowe,157
Motherless Brooklyn,Jonathan Lethem,Mike Rowe,157
Levels of the Game,John McPhee,Mike Rowe,157
Giving Good Weight,John McPhee,Mike Rowe,157
The Graveyard Book,Neil Gaiman,Mike Rowe,157
About Face: The Odyssey of an American Warrior,Colonel David H. Hackworth and Julie Sherman,Mike Rowe,157
Stranger in a Strange Land,Robert A. Heinlein,Mike Rowe,157
The Baron In The Trees,Italo Calvino,Mike Rowe,157
Seven Fires: Grilling the Argentine Way,Francis Mallmann^Peter Kaminsky,Joshua Skenes,156
The Mission Chinese Food Cookbook,Danny Bowien and Chris Ying,Joshua Skenes,156
Cocktail Techniques,Kazuo Uyeda,Joshua Skenes,156
The Magic of Thinking Big,David J. Schwartz,,155
"The 4-Hour Workweek: Escape 9-5, Live Anywhere, and Join the New Rich",Timothy Ferriss,,155
The Effective Executive: The Definitive Guide to Getting the Right Things Done,Peter F. Drucker,,155
How to Stop Worrying and Start Living,Dale Carnegie,,155
Don't Shoot the Dog: The New Art of Teaching and Training,Karen Pryor,,155
"Keto Clarity: Your Definitive Guide to the Benefits of a Low-Carb, High-Fat Diet",Jimmy Moore and Eric Westman MD,,155
Crucial Conversations,"Kerry Patterson, Joseph Grenny, Al Switzler and Ron McMillan",,155
Lying,Sam Harris,,155
Letters from a Stoic,Lucius Annaeus Seneca,,155
Bird by Bird,Anne Lamott,,155
Slaine: The Horned God,Pat Mills,,155
The Baron In The Trees,Italo Calvino,,155
The Black Swan,Nassim Nicholas Taleb,,155
Fooled by Randomness,Nassim Nicholas Taleb,,155
The Alchemist,Paulo Coelho,Paulo Coelho,154
Aleph (Vintage International),Paulo Coelho,Paulo Coelho,154
Brida: A Novel,Paulo Coelho,Paulo Coelho,154
Adultery,Paulo Coelho,Paulo Coelho,154
Radical Acceptance: Embracing Your Life With the Heart of a Buddha,Tara Brach,BJ Miller,153
Harriet the Spy,Louise Fitzhugh,Caroline Paul,151
The Things They Carried,Tim O'Brien,Caroline Paul,151
The Dog Stars,Peter Heller,Caroline Paul,151
West with the Night,Beryl Markham,Caroline Paul,151
The Gutsy Girl: Escapades for Your Life of Epic Adventure,Caroline Paul,Caroline Paul,151
"Bad Science: Quacks, Hacks, and Big Pharma Flacks",Ben Goldacre,Morgan Spurlock,150
Dreaming Yourself Awake,B. Alan Wallace and Brian Hodel,Josh Waitzkin,148
Zen and the Art of Motorcycle Maintenance: An Inquiry into Values,Robert M. Pirsig,Josh Waitzkin,148
Think Twice: Harnessing the Power of Counterintuition,Michael J. Mauboussin,Josh Waitzkin,148
Mindset: The New Psychology of Success,Carol S. Dweck,Josh Waitzkin,148
The Baron In The Trees,Italo Calvino,Kevin Rose,146
Motherless Brooklyn,Jonathan Lethem,Kevin Rose,146
Brodo: A Bone Broth Cookbook,Marco Canora,Kevin Rose,146
Nourishing Traditions,Sally Fallon and Mary G. Enig,Kevin Rose,146
The Power Broker: Robert Moses and the Fall of New York,Robert A. Caro,Cal Fussman,145
The Promise of a Pencil,Adam Braun,Cal Fussman,145
One Hundred Years of Solitude,Gabriel Garcia Marquez,Cal Fussman,145
Between the World and Me,Ta-Nehisi Coates,Cal Fussman,145
"Speak Like Churchill, Stand Like Lincoln",James C. Humes,Cal Fussman,145
Chimpanzee Politics: Power and Sex among Apes,Frans de de Waal,Cal Fussman,145
A Feast of Snakes,Harry Crews,Cal Fussman,145
Car,Harry Crews,Cal Fussman,145
JACK KENNEDY: Elusive Hero,Chris Matthews,Patrick Arnold,143
"Guns, Germs, and Steel: The Fates of Human Societies",Jared M. Diamond,Patrick Arnold,143
"Lights Out: A Cyberattack, A Nation Unprepared, Surviving the Aftermath",Ted Koppel,Kaskade and Sekou Andrews,141
The Sandman,Neil Gaiman,Shaun White,140
Open: An Autobiography,Andre Agassi,Shaun White,140
Fifty Shades of Chicken: A Parody in a Cookbook,F. L. Fowler,Shaun White,140
Outliers: The Story of Success,Malcolm Gladwell,Shaun White,140
Fooled by Randomness,Nassim Nicholas Taleb,Walter OÕBrien,139
"Bad Science: Quacks, Hacks, and Big Pharma Flacks",Ben Goldacre,Walter OÕBrien,139
"The Diamond Age: Or, a Young Lady's Illustrated Primer",Neal Stephenson,Walter OÕBrien,139
Snow Crash,Neal Stephenson,Walter OÕBrien,139
"Glimpses of Heaven, Visions of Hell: Virtual Reality and Its Implications",Barrie Sherman and Phillip Judkins,Walter OÕBrien,139
The 48 Laws of Power,Robert Greene,Walter OÕBrien,139
The Black Swan,Nassim Nicholas Taleb,Walter OÕBrien,139
Into the Heart of the Mind: An American Quest for Artificial Intelligence,Frank Rose,Walter OÕBrien,139
What to Do When it's Your Turn,Seth Godin,Seth Godin,138
The War of Art: Winning the Inner Creative Battle,Steven Pressfield,Seth Godin,138
Understanding Comics: The Invisible Art,Scott McCloud,Seth Godin,138
Snow Crash,Neal Stephenson,Seth Godin,138
"The Diamond Age: Or, a Young Lady's Illustrated Primer",Neal Stephenson,Seth Godin,138
Pattern Recognition,William Gibson,Seth Godin,138
How to Stay Motivated: Developing the Qualities of Success,Zig Ziglar,Seth Godin,138
Secrets of Closing the Sale,Zig Ziglar,Seth Godin,138
The Pema Chodron Audio Collection,Pema Chodron,Seth Godin,138
The Art of Possibility: Transforming Professional and Personal Life,Rosamund Stone Zander and Benjamin Zander,Seth Godin,138
Just Kids,Patti Smith,Seth Godin,138
"Debt: The First 5,000 Years",David Graeber,Seth Godin,138
Replay,Ken Grimwood,Seth Godin,138
Love Yourself Like Your Life Depends On It,Kamal Ravikant,Naval Ravikant,136
Live Your Truth,Kamal Ravikant,Naval Ravikant,136
Distress,Greg Egan,Naval Ravikant,136
The Boys Vol. 1: The Name of the Game,Garth Ennis,Naval Ravikant,136
Genome: The Autobiography of a Species in 23 Chapters,Matt Ridley,Naval Ravikant,136
The Red Queen: Sex and the Evolution of Human Nature,Matt Ridley,Naval Ravikant,136
The Rational Optimist: How Prosperity Evolves,Matt Ridley,Naval Ravikant,136
The Origins of Virtue: Human Instincts and the Evolution of Cooperation,Matt Ridley,Naval Ravikant,136
The Evolution of Everything: How New Ideas Emerge,Matt Ridley,Naval Ravikant,136
The Essential Writings,Mahatma Gandhi,Naval Ravikant,136
The Tao of Philosophy,Alan Watts,Naval Ravikant,136
Illusions: The Adventures of a Reluctant Messiah,Richard Bach,Naval Ravikant,136
The Bed of Procrustes: Philosophical and Practical Aphorisms,Nassim Nicholas Taleb,Naval Ravikant,136
Fear and Loathing in Las Vegas,Hunter S. Thompson,Naval Ravikant,136
Perfectly Reasonable Deviations from the Beaten Track,Richard P. Feynman,Naval Ravikant,136
The Power of Myth,Joseph Campbell,Naval Ravikant,136
Tao Te Ching,"Lao Tzu, Sam Torode and Ancient Renewal",Naval Ravikant,136
Falling into Grace: Insights on the End of Suffering,Adyashanti,Naval Ravikant,136
God's Debris: A Thought Experiment,Scott Adams,Naval Ravikant,136
How to Fail at Almost Everything and Still Win Big,Scott Adams,Naval Ravikant,136
The Origin of Consciousness in the Breakdown of the Bicameral Mind,Julian Jaynes,Naval Ravikant,136
Mastering the Core Teachings of the Buddha,Daniel Ingram,Naval Ravikant,136
Total Freedom: The Essential Krishnamurti,Jiddu Krishnamurti,Naval Ravikant,136
The Power of Habit: Why We Do What We Do in Life and Business,Charles Duhigg,Naval Ravikant,136
The Lessons of History,Will Durant and Ariel Durant,Naval Ravikant,136
"Too Soon Old, Too Late Smart: Thirty True Things You Need to Know Now",Gordon Livingston,Naval Ravikant,136
The Prophet,Kahlil Gibran,Naval Ravikant,136
Mindset: The New Psychology of Success,Carol S. Dweck,Luis von Ahn,135
The Pleasure of Finding Things Out: The Best Short Works of Richard P. Feynman,Richard P. Feynman,Luis von Ahn,135
"Zero to One: Notes on Startups, or How to Build the Future",Peter Thiel and Blake Masters,Luis von Ahn,135
The Hard Thing About Hard Things: Building a Business When There Are No Easy Answers,Ben Horowitz,Luis von Ahn,135
The Making of a Blockbuster,Gail DeGeorge,Luis von Ahn,135
Genghis Khan and the Making of the Modern World,Jack Weatherford,Luis von Ahn,135
Meditations,Marcus Aurelius,,134
Shogun,James Clavell,Edward Norton,133
The Search for Modern China,Jonathan D. Spence,Edward Norton,133
Democracy in America and Two Essays on America,Alexis de Tocqueville,Edward Norton,133
"Wind, Sand and Stars",Antoine de Saint-Exupery,Edward Norton,133
The Black Swan: The Impact of the Highly Improbable,Nassim Nicholas Taleb,Edward Norton,133
Buddhism Without Beliefs: A Contemporary Guide to Awakening,Stephen Batchelor,Edward Norton,133
How to Get Filthy Rich in Rising Asia,Mohsin Hamid,Chris Sacca,132
Not Fade Away: A Short Life Well Lived,Laurence Shames and Peter Barton,Chris Sacca,132
The Emperor of Scent: A True Story of Perfume and Obsession,Chandler Burr,Eric Weinstein,131
Heraclitean Fire: Sketches from a Life Before Nature,Erwin Chargaff,Eric Weinstein,131
The Power of Broke,Daymond John,Daymond John,130
Tricks of the Mind,Derren Brown,Derek Sivers,128
"Thinking, Fast and Slow",Daniel Kahneman,Derek Sivers,128
Show Your Work!,Austin Kleon,Derek Sivers,128
How to Win Friends & Influence People,Dale Carnegie,Derek Sivers,128
How to Talk to Anyone: 92 Little Tricks for Big Success in Relationships,Leil Lowndes,Derek Sivers,128
How to Make People Like You in 90 Seconds or Less,Nicholas Boothman,Derek Sivers,128
Power Schmoozing: The New Etiquette for Social and Business Success,Terri Mandell,Derek Sivers,128
Stumbling on Happiness,Daniel Gilbert,Derek Sivers,128
House of Leaves,Mark Z. Danielewski,Amelia Boone,127
Anything You Want: 40 Lessons for a New Kind of Entrepreneur,Derek Sivers,Derek Sivers,125
Seeking Wisdom: From Darwin to Munger,Peter Bevelin,Derek Sivers,125
The Magic of Thinking Big,David J. Schwartz,Derek Sivers,125
Stumbling on Happiness,Daniel Gilbert,Derek Sivers,125
The Omnivore's Dilemma: A Natural History of Four Meals,Michael Pollan,Derek Sivers,125
A Guide to the Good Life: The Ancient Art of Stoic Joy,William B. Irvine,Derek Sivers,125
Radical Acceptance: Embracing Your Life With the Heart of a Buddha,Tara Brach,Derek Sivers,125
"A Geek in Japan: Discovering the Land of Manga, Anime, Zen, and the Tea Ceremony",Hector Garcia,Derek Sivers,125
Au Contraire: Figuring Out the French,Gilles Asselin and Ruth Mastron,Derek Sivers,125
Without Sanctuary: Lynching Photography in America,James Allen,Jamie Foxx,124
"The Bassoon King: My Life in Art, Faith, and Idiocy",Rainn Wilson,Rainn Wilson,123
The Family Virtues Guide,"Linda Kavelin Popov, Dan Popov and John Kavelin",Rainn Wilson,123
A Complaint Free World,Will Bowen,,122
"Easy Riders, Raging Bulls",Peter Biskind,B.J. Novak,121
The Big Book of New American Humor: The Best of the Past 25 Years,William Novak and Moshe Waldoks,B.J. Novak,121
The Big Book of Jewish Humor,William Novak and Moshe Waldoks,B.J. Novak,121
Daily Rituals: How Artists Work,Mason Currey,B.J. Novak,121
Oxford Book of Aphorisms,John Gross,B.J. Novak,121
Doing Good Better: How Effective Altruism Can Help You Make a Difference,William MacAskill,Will MacAskill,120
Reasons and Persons,Derek Parfit,Will MacAskill,120
Mindfulness: An Eight-Week Plan for Finding Peace in a Frantic World,Mark Williams and Danny Penman,Will MacAskill,120
The Power of Persuasion: How We're Bought and Sold,Robert V. Levine,Will MacAskill,120
Chimpanzee Politics: Power and Sex among Apes,Frans de de Waal,Will MacAskill,120
The Explorers Guild,Kevin Costner and Jon Baird,Kevin Costner,119
Essays in Love,Alain De Botton,Alain de Botton,118
How Proust Can Change Your Life,Alain De Botton,Alain de Botton,118
Status Anxiety,Alain De Botton,Alain de Botton,118
The Architecture of Happiness,Alain De Botton,Alain de Botton,118
In Search of Lost Time,Marcel Proust,Alain de Botton,118
The Consolations of Philosophy,Alain De Botton,Alain de Botton,118
Cook with Jamie: My Guide to Making You a Better Cook,Jamie Oliver,Alain de Botton,118
Seven Fires: Grilling the Argentine Way,Francis Mallmann^Peter Kaminsky,Alain de Botton,118
Dying Every Day: Seneca at the Court of Nero,James Romm,Alain de Botton,118
The Unbearable Lightness of Being,Milan Kundera,Alain de Botton,118
"Cancer as a Metabolic Disease: On the Origin, Management, and Prevention of Cancer",Thomas Seyfried,Dom DÕAgostino,117
Personal Power,Anthony Robbins,Dom DÕAgostino,117
The Language of God: A Scientist Presents Evidence for Belief,Francis S. Collins,Dom DÕAgostino,117
The Screwtape Letters,C. S. Lewis,Dom DÕAgostino,117
Tripping over the Truth The Metabolic Theory of Cancer,Travis Christofferson,Dom DÕAgostino,117
The Second World War,John Keegan,Casey Neistat,116
The Autobiography of Malcolm X: As Told to Alex Haley,Malcolm X,Casey Neistat,116
"It's Not How Good You Are, It's How Good You Want to Be",Paul Arden,Casey Neistat,116
Warped Passages: Unraveling the Mysteries of the Universe's Hidden Dimensions,Lisa Randall,Lisa Randall,115
The Time Machine,H. G. Wells,Lisa Randall,115
Knocking on Heaven's Door,Lisa Randall,Lisa Randall,115
Dark Matter and the Dinosaurs: The Astounding Interconnectedness of the Universe,Lisa Randall,Lisa Randall,115
Higgs Discovery: The Power of Empty Space,Lisa Randall,Lisa Randall,115
I Capture the Castle,Dodie Smith,Lisa Randall,115
Coming into the Country,John McPhee,Jimmy Chin,114
Missoula: Rape and the Justice System in a College Town,Jon Krakauer,Jimmy Chin,114
Let My People Go Surfing: The Education of a Reluctant Businessman,Yvon Chouinard,Jimmy Chin,114
Musashi: An Epic Novel of the Samurai Era,Eiji Yoshikawa,Jimmy Chin,114
Guide to the I Ching,Carol K. Anthony,Jimmy Chin,114
eBay For Dummies,Marsha Collier,Sophia Amoruso,112
Influence: The Psychology of Persuasion,Robert B. Cialdini,Sophia Amoruso,112
The Richest Man in Babylon,George S. Clason and Charles Conrad,Sophia Amoruso,112
Rilke on Love and Other Difficulties: Translations and Considerations,Rainer Maria Rilke,Sophia Amoruso,112
Letters to a Young Poet,Rainer Maria Rilke,Sophia Amoruso,112
No Man's Land: Where Growing Companies Fail,Doug Tatum,Sophia Amoruso,112
Venture Deals: Be Smarter Than Your Lawyer and Venture Capitalist,Brad Feld and Jason Mendelson,Sophia Amoruso,112
Margin of Safety: Risk-Averse Value Investing Strategies for the Thoughtful Investor,Seth A. Klarman,,111
Secrets of Power Negotiating,Roger Dawson,,111
Getting Past No: Negotiating in Difficult Situations,William Ury,,111
Anything You Want,Derek Sivers,,111
Built to Sell: Creating a Business That Can Thrive Without You,John Warrillow,,111
The E-Myth Revisited,Michael E. Gerber,,111
Buffett: The Making of an American Capitalist,Roger Lowenstein,,111
"Thinking, Fast and Slow",Daniel Kahneman,,111
Small Giants: Companies That Choose to Be Great Instead of Big,Bo Burlingham,,111
In Praise of Shadows,Junichiro Tanizaki,Richard Betts,110
The Crossroads of Should and Must: Find and Follow Your Passion,Elle Luna,Richard Betts,110
A Fan's Notes,Frederick Exley,Richard Betts,110
The Art of Asking,Amanda Palmer,Richard Betts,110
Love Yourself Like Your Life Depends On It,Kamal Ravikant,Richard Betts,110
The Essential Scratch & Sniff Guide to Becoming a Whiskey Know-It-All,"Richard Betts, Crystal English Sacca and Wendy MacNaughton",Richard Betts,110
Watchmen,Alan Moore,Seth Rogen and Evan Goldberg,108
Preacher Book One,Garth Ennis,Seth Rogen and Evan Goldberg,108
The Hitchhiker's Guide to the Galaxy,Douglas Adams,Seth Rogen and Evan Goldberg,108
Art Of Dramatic Writing: Its Basis in the Creative Interpretation of Human Motives,Lajos Egri,Seth Rogen and Evan Goldberg,108
The Conquest of Happiness,Bertrand Russell,Seth Rogen and Evan Goldberg,108
Love You Forever,Robert Munsch,Seth Rogen and Evan Goldberg,108
Extreme Ownership: How U.S. Navy SEALs Lead and Win,Jocko Willink and Leif Babin,Jocko Willink,107
About Face: The Odyssey of an American Warrior,Colonel David H. Hackworth and Julie Sherman,Jocko Willink,107
Blood Meridian: Or the Evening Redness in the West,Cormac McCarthy,Jocko Willink,107
With the Old Breed: At Peleliu and Okinawa,E.B. Sledge,Jocko Willink,107
The Luck Factor: The Scientific Study of the Lucky Mind,Richard Wiseman,Scott Adams,106
Influence: The Psychology of Persuasion,Robert B. Cialdini,Scott Adams,106
How to Stop Worrying and Start Living,Dale Carnegie,Scott Adams,106
God's Debris: A Thought Experiment,Scott Adams,Scott Adams,106
The Five Minute Journal: A Happier You in 5 Minutes a Day,Intelligent Change,,105
Mating in Captivity: Unlocking Erotic Intelligence,Esther Perel,,104
The Cosmic Serpent: DNA and the Origins of Knowledge,Jeremy Narby,,104
Autobiography of a Yogi,Paramahansa Yogananda,,104
The Journey Home: Autobiography of an American Swami,Radhanath Swami,,104
Ibogaine Explained,Peter Frank,,104
Who,Geoff Smart and Randy Street,,104
Man's Search for Meaning,Viktor E. Frankl,,104
If This Is a Man and The Truce,Primo Levi,,104
"The Psychedelic Explorer's Guide: Safe, Therapeutic, and Sacred Journeys",James Fadiman,,104
Biology Now,"Anne Houtman, Megan Scudellari, Cindy Malone and Anu Singh-Cundy",Wim Hof,102
Jonathan Livingston Seagull,Richard Bach,Wim Hof,102
The Checklist Manifesto: How to Get Things Right,Atul Gawande,Reid Hoffman and Michael McCullough,101
The Start-up of You,Reid Hoffman and Ben Casnocha,Reid Hoffman and Michael McCullough,101
The Alliance: Managing Talent in the Networked Age,"Reid Hoffman, Ben Casnocha and Chris Yeh",Reid Hoffman and Michael McCullough,101
Getting Things Done: The Art of Stress-Free Productivity,David Allen,Reid Hoffman and Michael McCullough,101
The 7 Habits of Highly Effective People,Stephen R. Covey,Reid Hoffman and Michael McCullough,101
Conscious Business: How to Build Value through Values,Fred Kofman,Reid Hoffman and Michael McCullough,101
Sapiens: A Brief History of Humankind,Yuval Noah Harari,Reid Hoffman and Michael McCullough,101
The Gifts of Imperfection,Bren Brown,Bren Brown,100
Daring Greatly,Bren Brown,Bren Brown,100
Rising Strong: The Reckoning. The Rumble. The Revolution,Bren Brown,Bren Brown,100
I Thought It Was Just Me (but it isn't),Bren Brown,Bren Brown,100
"Women & Shame: Reaching Out, Speaking Truths and Building Connection",Bren Brown,Bren Brown,100
The Paradox of Choice: Why More Is Less,Barry Schwartz,Bren Brown,100
The Alchemist,Paulo Coelho,Bren Brown,100
Your Memory : How It Works and How to Improve It,Kenneth L. Higbee Ph.D.,,99
Rebel without a Crew,Robert Rodriguez,Robert Rodriguez,98
Start with Why: How Great Leaders Inspire Everyone to Take Action,Simon Sinek,Robert Rodriguez,98
The Book of Life: Daily Meditations with Krishnamurti,Jiddu Krishnamurti,Naval Ravikant,97
Love Yourself Like Your Life Depends On It,Kamal Ravikant,Naval Ravikant,97
Lying,Sam Harris,Naval Ravikant,97
"Surely You're Joking, Mr. Feynman!",Richard P. Feynman and Ralph Leighton,Naval Ravikant,97
Meditations,Marcus Aurelius,Naval Ravikant,97
Bruce Lee Striking Thoughts: Bruce Lee's Wisdom for Daily Living,Bruce Lee and John Little,Naval Ravikant,97
The Origin of Species,Charles Darwin,Naval Ravikant,97
Siddhartha,Hermann Hesse,Naval Ravikant,97
The Power of Habit: Why We Do What We Do in Life and Business,Charles Duhigg,Naval Ravikant,97
Don't Shoot the Dog: The New Art of Teaching and Training,Karen Pryor,Naval Ravikant,97
Sapiens: A Brief History of Humankind,Yuval Noah Harari,Naval Ravikant,97
The Rational Optimist: How Prosperity Evolves (P.S.),Matt Ridley,Naval Ravikant,97
Poor Charlie's Almanack: The Wit and Wisdom of Charles T. Munger,Charles T. Munger,Naval Ravikant,97
Illusions: The Adventures of a Reluctant Messiah,Richard Bach,Naval Ravikant,97
The Origins of Virtue: Human Instincts and the Evolution of Cooperation,Matt Ridley,Naval Ravikant,97
Influence: The Psychology of Persuasion,Robert B. Cialdini,Naval Ravikant,97
Snow Crash,Neal Stephenson,Naval Ravikant,97
The Name of the Wind,Patrick Rothfuss,Naval Ravikant,97
The Lies of Locke Lamora,Scott Lynch,Naval Ravikant,97
Zorba the Greek,Nikos Kazantzakis,Naval Ravikant,97
The Secret Life of Salvador Dal,Salvador Dali,Naval Ravikant,97
What Do You Care What Other People Think?,Richard P. Feynman,Naval Ravikant,97
Peace Is Every Step: The Path of Mindfulness in Everyday Life,Thich Nhat Hanh,Phil Libin,95
The Alliance: Managing Talent in the Networked Age,"Reid Hoffman, Ben Casnocha and Chris Yeh",Phil Libin,95
The Clock Of The Long Now: Time and Responsibility,Stewart Brand,Phil Libin,95
The Selfish Gene,Richard Dawkins,Phil Libin,95
A Guide to the Good Life: The Ancient Art of Stoic Joy,William B. Irvine,Phil Libin,95
Radical Acceptance: Embracing Your Life With the Heart of a Buddha,Tara Brach,Tara Brach,94
True Refuge: Finding Peace and Freedom in Your Own Awakened Heart,Tara Brach,Tara Brach,94
A Path with Heart: A Guide Through the Perils and Promises of Spiritual Life,Jack Kornfield,Tara Brach,94
When Things Fall Apart: Heart Advice for Difficult Times,Pema Chodron,Tara Brach,94
The Essential Rumi,Jalal al-Din Rumi,Tara Brach,94
The Shallows: What the Internet Is Doing to Our Brains,Nicholas Carr,Tara Brach,94
SuperBetter,Jane McGonigal,Jane McGonigal,93
Finite and Infinite Games,James Carse,Jane McGonigal,93
Suffering Is Optional: Three Keys to Freedom and Joy,Cheri Huber,Jane McGonigal,93
Stumbling on Happiness,Daniel Gilbert,Maria Popova,92
Working Days: The Journals of The Grapes of Wrath,John Steinbeck,Maria Popova,92
The Signature of All Things,Elizabeth Gilbert,Maria Popova,92
Gathering Moss: A Natural and Cultural History of Mosses,Robin Wall Kimmerer,Maria Popova,92
"The Journal of Henry David Thoreau, 1837-1861",Henry David Thoreau,Maria Popova,92
Desert Solitaire: A Season in the Wilderness,Edward Abbey,Maria Popova,92
A Rap on Race,James Baldwin,Maria Popova,92
"On Science, Necessity and the Love of God: Essays",Simone Weil,Maria Popova,92
The Republic,Plato,Maria Popova,92
On the Move: A Life,Oliver Sacks,Maria Popova,92
"Bad Science: Quacks, Hacks, and Big Pharma Flacks",Ben Goldacre,Charles Poliquin,91
The Checklist Manifesto: How to Get Things Right,Atul Gawande,Charles Poliquin,91
59 Seconds: Change Your Life in Under a Minute,Richard Wiseman,Charles Poliquin,91
Quirkology: How We Discover the Big Truths in Small Things,Richard Wiseman,Charles Poliquin,91
The ONE Thing: The Surprisingly Simple Truth Behind Extraordinary Results,Gary Keller and Jay Papasan,Charles Poliquin,91
Jailhouse Strong: Interval Training,Josh Bryant and Adam benShea,Charles Poliquin,91
Life 101: Everything We Wish We Had Learned about Life in School--But Didn't,Peter McWilliams,Charles Poliquin,91
Unbreakable Runner,T.J. Murphy and Brian MacKenzie,Laird Hamilton,89
Tao Te Ching,Laozi,Laird Hamilton,89
Way of the Peaceful Warrior: A Book That Changes Lives,Dan Millman,Laird Hamilton,89
Atlas Shrugged,Ayn Rand,Laird Hamilton,89
The Alchemist,Paulo Coelho,Laird Hamilton,89
The Lord of the Rings,J.R.R. Tolkien,Laird Hamilton,89
Jonathan Livingston Seagull,Richard Bach,Laird Hamilton,89
Dune,Frank Herbert,Laird Hamilton,89
Natural Born Heroes,Christopher McDougall,Laird Hamilton,89
"Deep Survival: Who Lives, Who Dies, and Why",Laurence Gonzales,Laird Hamilton,89
The Road to Character,David Brooks,General Stan McChrystal,88
A History of Western Philosophy,Bertrand Russell,Sam Harris,87
Reasons and Persons,Derek Parfit,Sam Harris,87
The Last Word,Thomas Nagel,Sam Harris,87
Mortal Questions,Thomas Nagel,Sam Harris,87
The Qur'an,,Sam Harris,87
"Superintelligence: Paths, Dangers, Strategies",Nick Bostrom,Sam Harris,87
Our Final Invention: Artificial Intelligence and the End of the Human Era,James Barrat,Sam Harris,87
"Humiliation: And Other Essays on Honor, Social Discomfort, and Violence",William Ian Miller,Sam Harris,87
The Anatomy of Disgust,William Ian Miller,Sam Harris,87
The Flight of the Garuda: The Dzogchen Tradition of Tibetan Buddhism,Keith Dowman,Sam Harris,87
I Am That,Nisargadatta Maharaj,Sam Harris,87
Machete Season: The Killers in Rwanda Speak,Jean Hatzfeld,Sam Harris,87
"The End of Faith: Religion, Terror, and the Future of Reason",Sam Harris,Sam Harris,87
Stumbling on Happiness,Daniel Gilbert,Sam Harris,87
Islam and the Future of Tolerance: A Dialogue,Sam Harris,Sam Harris,87
God Is Not Great: How Religion Poisons Everything,Christopher Hitchens,Sam Harris,87
Hitch-22: A Memoir,Christopher Hitchens,Sam Harris,87
Team of Teams: New Rules of Engagement for a Complex World,"General Stanley McChrystal, Tantum Collins, David Silverman and Chris Fussell",General Stan McChrystal,86
Gates of Fire: An Epic Novel of the Battle of Thermopylae,Steven Pressfield,General Stan McChrystal,86
Once an Eagle,Anton Myrer,General Stan McChrystal,86
Mental Toughness Training for Sports: Achieving Athletic Excellence,James E. Loehr,General Stan McChrystal,86
Steve Jobs,Walter Isaacson,General Stan McChrystal,86
The Innovators,Walter Isaacson,General Stan McChrystal,86
Benjamin Franklin: An American Life,Walter Isaacson,General Stan McChrystal,86
Lying,Sam Harris,Whitney Cummings,84
Super Sad True Love Story,Gary Shteyngart,Whitney Cummings,84
The Drama of the Gifted Child,Alice Miller,Whitney Cummings,84
The Fantasy Bond : Structure of Psychological Defenses,Robert W. Firestone,Whitney Cummings,84
The Continuum Concept: In Search Of Happiness Lost,Jean Liedloff,Whitney Cummings,84
Foundation,Isaac Asimov,Dr. Adam Gazzaley,83
The Reality Dysfunction,Peter F. Hamilton,Dr. Adam Gazzaley,83
Dune,Frank Herbert,Dr. Adam Gazzaley,83
Stranger in a Strange Land,Robert A. Heinlein,Dr. Adam Gazzaley,83
Mountain Light: In Search of the Dynamic Landscape,Galen Rowell,Dr. Adam Gazzaley,83
"Surely You're Joking, Mr. Feynman!",Richard P. Feynman and Ralph Leighton,Dr. Adam Gazzaley,83
Steve Jobs,Walter Isaacson,Dr. Adam Gazzaley,83
Tuxedo Park,Jennet Conant,Dr. Adam Gazzaley,83
A History of World Agriculture: From the Neolithic Age to the Current Crisis,Marcel Mazoyer and Laurence Roudart,Sam Kass,82
The Art of Fielding,Chad Harbach,Sam Kass,82
The Man Who Quit Money,Mark Sundeen,Sam Kass,82
Plenty: Vibrant Vegetable Recipes from London's Ottolenghi,Yotam Ottolenghi,Sam Kass,82
Jerusalem: A Cookbook,Yotam Ottolenghi and Sami Tamimi,Sam Kass,82
Plenty More: Vibrant Vegetable Cooking from London's Ottolenghi,Yotam Ottolenghi,Sam Kass,82
The Flavor Bible,Karen Page and Andrew Dornenburg,Sam Kass,82
"The Psychedelic Explorer's Guide: Safe, Therapeutic, and Sacred Journeys",James Fadiman,Bryan Johnson,81
Predictably Irrational,Dan Ariely,Bryan Johnson,81
"Thinking, Fast and Slow",Daniel Kahneman,Bryan Johnson,81
The Hard Thing About Hard Things,Ben Horowitz,Bryan Johnson,81
"A Good Man: Rediscovering My Father, Sargent Shriver",Mark Shriver,Bryan Johnson,81
Man's Search for Meaning,Viktor E. Frankl,Bryan Johnson,81
Shackleton: Antarctic Odyssey,Nick Bertozzi,Bryan Johnson,81
Siddhartha,Hermann Hesse,Bryan Johnson,81
Not Fade Away: A Short Life Well Lived,Laurence Shames and Peter Barton,Chris Sacca,79
I Seem to Be a Verb,Buckminster Fuller,Chris Sacca,79
The Magic of Thinking Big,David J. Schwartz,Chris Sacca,79
The Essential Scratch and Sniff Guide to Becoming a Wine Expert,Richard Betts,Chris Sacca,79
Sacred Cows: The Truth About Divorce and Marriage,Dr. Astro Teller and Danielle Teller,Dr. Astro Teller and Danielle Teller,77
What If?: Serious Scientific Answers to Absurd Hypothetical Questions,Randall Munroe,Dr. Astro Teller and Danielle Teller,77
Ready Player One,Ernest Cline,Dr. Astro Teller and Danielle Teller,77
The Name of the Wind,Patrick Rothfuss,Dr. Astro Teller and Danielle Teller,77
